ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U47,carcass,U47,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U48,carcass,U48,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U49,carcass,U49,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U50,carcass,U50,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U51,carcass,U51,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U52,carcass,U52,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U53,carcass,U53,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U54,carcass,U54,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U55,carcass,U55,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U56,carcass,U56,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U57,carcass,U57,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U58,carcass,U58,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U59,carcass,U59,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U60,carcass,U60,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U61,carcass,U61,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U62,carcass,U62,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U63,carcass,U63,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U64,carcass,U64,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U65,carcass,U65,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U66,carcass,U66,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U68,carcass,U68,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U69,carcass,U69,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U70,carcass,U70,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U71,carcass,U71,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U72,carcass,U72,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U73,carcass,U73,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U74,carcass,U74,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U75,carcass,U75,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U76,carcass,U76,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U77,carcass,U77,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U78,carcass,U78,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U79,carcass,U79,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U80,carcass,U80,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U81,carcass,U81,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U82,carcass,U82,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U83,carcass,U83,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U84,carcass,U84,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U85,carcass,U85,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U86,carcass,U86,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U87,carcass,U87,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U88,carcass,U88,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U89,carcass,U89,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U90,carcass,U90,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U91,carcass,U91,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U92,carcass,U92,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U93,carcass,U93,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U94,carcass,U94,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U95,carcass,U95,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U96,carcass,U96,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U97,carcass,U97,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U98,carcass,U98,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U99,carcass,U99,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U100,carcass,U100,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U101,carcass,U101,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U102,carcass,U102,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U103,carcass,U103,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U104,carcass,U104,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U105,carcass,U105,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U106,carcass,U106,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U107,carcass,U107,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U108,carcass,U108,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U109,carcass,U109,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U110,carcass,U110,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U111,carcass,U111,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U112,carcass,U112,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U113,carcass,U113,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U114,carcass,U114,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U115,carcass,U115,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U116,carcass,U116,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U117,carcass,U117,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U118,carcass,U118,BCA3A,NA,BCA3A-NA,NA,collected,N,NA,NA
U119,carcass,U119,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U120,carcass,U120,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U121,carcass,U121,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U122,carcass,U122,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U123,carcass,U123,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U124,carcass,U124,BCA2A,NA,BCA2A-NA,NA,collected,N,NA,NA
U125,carcass,U125,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U126,carcass,U126,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U127,carcass,U127,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U128,carcass,U128,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U129,carcass,U129,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U130,carcass,U130,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U131,carcass,U131,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U132,carcass,U132,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U133,carcass,U133,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U134,carcass,U134,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U135,carcass,U135,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U136,carcass,U136,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U137,carcass,U137,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U138,carcass,U138,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U139,carcass,U139,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U140,carcass,U140,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U141,carcass,U141,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U142,carcass,U142,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U143,carcass,U143,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U144,carcass,U144,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U145,carcass,U145,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U146,carcass,U146,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U147,carcass,U147,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U148,carcass,U148,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U149,carcass,U149,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U150,carcass,U150,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U151,carcass,U151,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U152,carcass,U152,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U153,carcass,U153,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U154,carcass,U154,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U155,carcass,U155,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U156,carcass,U156,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U157,carcass,U157,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U158,carcass,U158,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U159,carcass,U159,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U160,carcass,U160,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U161,carcass,U161,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U162,carcass,U162,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U163,carcass,U163,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U164,carcass,U164,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U165,carcass,U165,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U166,carcass,U166,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U167,carcass,U167,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U168,carcass,U168,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U169,carcass,U169,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U170,carcass,U170,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U171,carcass,U171,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U172,carcass,U172,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U174,carcass,U174,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U175,carcass,U175,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U176,carcass,U176,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U177,carcass,U177,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U178,carcass,U178,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U179,carcass,U179,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U180,carcass,U180,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U181,carcass,U181,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U182,carcass,U182,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U183,carcass,U183,BCA4A,NA,BCA4A-NA,NA,collected,N,NA,NA
U184,carcass,U184,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U185,carcass,U185,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U186,carcass,U186,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U187,carcass,U187,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U188,carcass,U188,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U189,carcass,U189,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U190,carcass,U190,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U191,carcass,U191,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U192,carcass,U192,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U193,carcass,U193,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U194,carcass,U194,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U195,carcass,U195,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U196,carcass,U196,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U197,carcass,U197,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U198,carcass,U198,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U199,carcass,U199,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U200,carcass,U200,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U201,carcass,U201,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U202,carcass,U202,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U203,carcass,U203,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U204,carcass,U204,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U205,carcass,U205,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U206,carcass,U206,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U207,carcass,U207,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U208,carcass,U208,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U209,carcass,U209,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U210,carcass,U210,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U211,carcass,U211,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U212,carcass,U212,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U213,carcass,U213,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U214,carcass,U214,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U215,carcass,U215,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U216,carcass,U216,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U217,carcass,U217,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U218,carcass,U218,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U219,carcass,U219,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U220,carcass,U220,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U221,carcass,U221,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U222,carcass,U222,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U223,carcass,U223,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U224,carcass,U224,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U225,carcass,U225,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U226,carcass,U226,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U227,carcass,U227,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U228,carcass,U228,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U229,carcass,U229,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U230,carcass,U230,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U231,carcass,U231,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U232,carcass,U232,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U233,carcass,U233,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U234,carcass,U234,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U235,carcass,U235,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U236,carcass,U236,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U237,carcass,U237,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U238,carcass,U238,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U239,carcass,U239,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U240,carcass,U240,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U241,carcass,U241,BCA5A,NA,BCA5A-NA,NA,collected,N,NA,NA
U242,carcass,U242,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U243,carcass,U243,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U244,carcass,U244,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U245,carcass,U245,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U246,carcass,U246,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U247,carcass,U247,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U248,carcass,U248,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U249,carcass,U249,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U250,carcass,U250,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U251,carcass,U251,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U252,carcass,U252,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U253,carcass,U253,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U254,carcass,U254,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U255,carcass,U255,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U256,carcass,U256,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U257,carcass,U257,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U258,carcass,U258,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U259,carcass,U259,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U260,carcass,U260,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U261,carcass,U261,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U262,carcass,U262,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U263,carcass,U263,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U264,carcass,U264,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U265,carcass,U265,BCA6A,NA,BCA6A-NA,NA,collected,N,NA,NA
U266,carcass,U266,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U267,carcass,U267,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U268,carcass,U268,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U269,carcass,U269,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U270,carcass,U270,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U271,carcass,U271,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U272,carcass,U272,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U273,carcass,U273,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U274,carcass,U274,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U275,carcass,U275,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U276,carcass,U276,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U277,carcass,U277,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U278,carcass,U278,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U279,carcass,U279,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U280,carcass,U280,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U281,carcass,U281,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U284,carcass,U284,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U285,carcass,U285,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U286,carcass,U286,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U287,carcass,U287,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U288,carcass,U288,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U289,carcass,U289,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U290,carcass,U290,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U291,carcass,U291,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U292,carcass,U292,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U293,carcass,U293,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U294,carcass,U294,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U295,carcass,U295,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U296,carcass,U296,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U297,carcass,U297,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U298,carcass,U298,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U299,carcass,U299,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U300,carcass,U300,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U301,carcass,U301,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U302,carcass,U302,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U303,carcass,U303,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U304,carcass,U304,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U305,carcass,U305,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U306,carcass,U306,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U307,carcass,U307,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U308,carcass,U308,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U309,carcass,U309,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U310,carcass,U310,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U311,carcass,U311,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U312,carcass,U312,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U313,carcass,U313,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U315,carcass,U315,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U316,carcass,U316,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U317,carcass,U317,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U318,carcass,U318,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U319,carcass,U319,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U320,carcass,U320,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U321,carcass,U321,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U322,carcass,U322,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U323,carcass,U323,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U324,carcass,U324,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U325,carcass,U325,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U326,carcass,U326,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U327,carcass,U327,BCA9A,NA,BCA9A-NA,NA,collected,N,NA,NA
U328,carcass,U328,BCA10A,NA,BCA10A-NA,NA,collected,N,NA,NA
U329,carcass,U329,BCA12A,NA,BCA12A-NA,NA,collected,N,NA,NA
U330,carcass,U330,BCA12A,NA,BCA12A-NA,NA,collected,N,NA,NA
U331,carcass,U331,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U332,carcass,U332,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U333,carcass,U333,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U334,carcass,U334,BCA7A,NA,BCA7A-NA,NA,collected,N,NA,NA
U335,carcass,U335,BCA8A,NA,BCA8A-NA,NA,collected,N,NA,NA
U336,carcass,U336,BCA8A,NA,BCA8A-NA,NA,collected,N,NA,NA
U337,carcass,U337,BCA8A,NA,BCA8A-NA,NA,collected,N,NA,NA
U338,carcass,U338,BCA8A,NA,BCA8A-NA,NA,collected,N,NA,NA
